BOS,BOS BOSOX V1 MAD BEADS V308 BRIGS ACY V184 OOD PHL,PHL,,,,TEC,,HIGHEST ALTITUDE 10000,,,2,ZBW,ZNY
BOS,BOS V268 HTO CCC V16 VCN OOD PHL,PHL,,,,TEC,BOS/OWD/1B9/3B9,10000`,PREFERRED SINGLE ENGINE ONLY,,3,ZBW,ZNY
BOS,BOS V268 BRIGS ACY V184 OOD PHL,PHL,,,,TEC,BOS/OWD/1B9/3B9,10000`,,,4,ZBW,ZNY
BOS,BOS HYLND4 HYLND CAM Q822 GONZZ Q29 KLYNE ROD VHP J110 BUM J19 ZUN EAGUL6 PHX,PHX,1100-0300,,,H,,,TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED,,1,ZBW,ZAB
BOS,BOS SSOXS4 SSOXS BUZRD SEY HTO J174 SWL KAROO1 RDU,RDU,1000-0300,,,H,,,TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED,,1,ZBW,ZDC
BOS,BOS BLZZR3 BLZZR BAF Q480 AIR J80 MCI J24 SLN J18 IPL LYNDI4 SAN,SAN,1100-0300,,,H,,,TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED,,1,ZBW,ZLA
BOS,BOS HYLND4 HYLND HANAA Q816 HOCKE GRB GEP ABR J90 HLN J136 MLP GLASR9 SEA,SEA,1100-0300,,,H,,,TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED,,1,ZBW,ZSE
BOS,BOS HYLND4 HYLND HANAA Q816 HOCKE GRB GEP ABR J32 LLC LEGGS BDEGA2 SFO,SFO,,,,H,,,TURBOJETS,,1,ZBW,ZOA
BOS,BOS HYLND4 HYLND HANAA Q816 HOCKE BAE DBQ J94 OCS NORDK4 SLC,SLC,1100-0300,,,H,,,TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED,,1,ZBW,ZLC
BOS,BOS BLZZR3 BLZZR BAF Q480 AIR J110 VHP AARCH1 STL,STL,1100-0300,,,H,,,TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED,,1,ZBW,ZKC
BOS,BOS PATSS4 PATSS NELIE CMK J75 TAY DADES4 TPA,TPA,1100-0300,,,H,,,TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED,,2,ZBW,ZMA
BWI,BWI TERPZ6 FLASK DIRTY3 ATL,ATL,1100-0300,,,H,,,TURBOJETS,,2,ZDC,ZTL
BWI,BWI PALEO3 SIE J121 HTO V308 ORW V16 WOONS BOS,BOS,,,,H,,,PROP ONLY,,2,ZDC,ZBW
BWI,BWI SWANN3 V268 BROSS J42 RBV J222 JFK ROBUC2 BOS,BOS,,,,H,FROM WASH- INGTON/ BALTIMORE METRO AREA,,TURBOJETS: DME/DME/IRU OR GNSS REQUIRED,,3,ZDC,ZBW
BWI,BWI PALEO3 SIE V308 ORW V16 WOONS BOS,BOS,1100-0300,,,L,,90-170 INCL. PROPS,,,1,ZDC,ZBW
BWI,BWI V268 ENO V16 JFK V229 HFD HFD053 DREEM BOS,BOS,,,,TEC,NORTH,7000,SINGLE ENGINE ONLY,,1,ZDC,ZBW
BWI,BWI V268 ENO V16 JFK V229 HFD V3 WOONS BOS,BOS,,,,TEC,,7000,SINGLE ENGINE ONLY,,2,ZDC,ZBW
BWI,BWI V268 ENO V16 JFK V229 HFD FOSTY WOONS BOS,BOS,,,,TEC,,7000,SINGLE ENGINE AND /E. /F. /G ONLY,,3,ZDC,ZBW
BWI,BWI TERPZ6 JERES J211 YNG CXR CLE,CLE,,,,H,,,TURBOJETS,,1,ZDC,ZOB
BWI,BWI MRB V501 THS V469 JST V297 TALLS V10 YNG CXR CLE,CLE,1100-0300,,,L,,,,,1,ZDC,ZOB
BWI,BWI  DCA,DCA,,,,TEC,,4000,,,1,ZDC,ZDC
BWI,BWI TERPZ6 OTTTO COLNS J134 HNN J134 STL J110 GCK J154 RYLIE DANDD8 DEN,DEN,1100-0300,,,H,,,TURBOJET,,1,ZDC,ZDV
BWI,BWI TERPZ6 OTTTO Q80 FAREV BWG J6 LIT FEWWW SEEVR3 DFW,DFW,,,,H,,,TURBOJET,DFW SOUTH FLOW,1,ZDC,ZFW
BWI,BWI TERPZ6 OTTTO Q80 FAREV BWG J6 LIT FEWWW BRDJE3 DFW,DFW,1100-0300,,,H,,,TURBOJET,DFW NORTH FLOW,2,ZDC,ZFW
BWI,BWI MRB V501 THS V469 JST EWC YNG V6 DJB GEMNI4 DTW,DTW,,,,L,WASHINGTON/BALTIMORE METRO AREA,,TURBO ONLY,,1,ZDC,ZOB
BWI,BWI MRB V501 THS V469 JST EWC YNG V6 DJB SKY SKY292 YQG197 LYNTN DTW,DTW,,,,L,WASHINGTON/BALTIMORE METRO AREA,,RECIP ONLY,,2,ZDC,ZOB
BWI,BWI SWANN3 V445 DQO DYLIN4 EWR,EWR,1100-0300,,,H,WASHINGTON/BALTIMORE METRO AREA (DCA. BWI. IAD),,,,1,ZDC,ZNY
BWI,BWI SWANN3 V445 DQO PHLBO3 EWR,EWR,1100-0300,,,H,BWI ONLY,,GPS OR DME/DME-IRU EQUIPPED,,3,ZDC,ZNY
BWI,BWI SWANN3 V445 DQO DYLIN4 EWR,EWR,1100-0300,,,L,,110-170 INCL,TURBOJETS ONLY,,1,ZDC,ZNY
BWI,BWI SWANN3 V445 DQO V479 RUUTH V123 RBV RBV005 OWBIE EWR,EWR,1100-0300,,,L,,110-170 INCL,NON-TURBOJET. MORE THAN 180 KTS,,2,ZDC,ZNY
BWI,BWI BAL V378 MXE ARD V214 METRO EWR,EWR,,,,TEC,,5000,-180 KNOTS ONLY,,1,ZDC,ZNY
BWI,BWI CONLE3 COLIN J61 HUBBS J193 HCM ISO J121 CHS J79 OMN FISEL6 FLL,FLL,,,,H,,,TURBOJETS,,3,ZDC,ZMA
BWI,BWI WHINO COLIN J61 HUBBS J193 HCM ISO J121 CHS J79 OMN GISSH4 FLL,FLL,,,,H,,,TURBOJETS,,4,ZDC,ZMA
BWI,BWI V93 PXT V213 COLIN HCM ILM AR21 CRANS FISEL6 FLL,FLL,,,,H,FORT LAUDERDALE METRO AREA (FLL. FXE. OPF),,TURBOPROPS - GPS OR DME/DME-IRU EQUIPPED,WATER,5,ZDC,ZMA
BWI,BWI V93 PXT V213 COLIN HCM ILM AR21 CRANS HIILL FATHR GISSH4 FLL,FLL,,,,H,FORT LAUDERDALE METRO AREA (FLL. FXE. OPF),,TURBOPROPS,WATER,6,ZDC,ZMA
BWI,BWI V93 PXT V213 COLIN HCM J193 J121 CHS J79 OMN MLB BLUFI3 FLL,FLL,,,,H,FORT LAUDERDALE METRO AREA (FLL. FXE. OPF),,TURBOPROPS,,7,ZDC,ZMA
BWI,BWI CONLE3 COLIN J61 HUBBS KEMPR ILM AR21 CRANS FISEL6 FLL,FLL,,,,H,,,TURBOJETS,WATER,8,ZDC,ZMA
BWI,BWI CONLE3 COLIN J61 HUBBS KEMPR ILM AR21 CRANS HIILL FATHR GISSH4 FLL,FLL,,,,H,,,TURB0JETS,WATER,9,ZDC,ZMA
BWI,BWI TERPZ6 MAULS Q40 AEX WAPPL2 HOU,HOU,1100-0300,,,H,,,TURBOJETS,,1,ZDC,ZHU
BWI,BWI V44 MRB IAD,IAD,,,,TEC,,6000,,,1,ZDC,ZDC
BWI,BWI TERPZ6 MAULS Q40 AEX SKNRD4 IAH,IAH,1100-0300,,,H,,,TURBOJETS,IAH EAST FLOW,2,ZDC,ZHU
BWI,BWI TERPZ6 MAULS Q40 AEX DOOBI2 IAH,IAH,1100-0300,,,H,,,TURBOJETS,IAH WEST FLOW,3,ZDC,ZHU
BWI,BWI PALEO3 ACY V229 PANZE V44 CAMRN JFK,JFK,1100-0300,,,L,,90-170 INCL,250 KTS OR GREATER,,1,ZDC,ZNY
BWI,BWI PALEO3 ACY V184 ZIGGI JFK,JFK,1100-0300,,,L,,90-170 INCL,LESS THAN 250 KTS,,2,ZDC,ZNY
BWI,BWI V268 ENO V16 JFK JFK,JFK,,,,TEC,,7000,SINGLE ENGINE,,1,ZDC,ZNY
BWI,BWI PALEO3 V44 AGARD KORRY3 LGA,LGA,1100-0400,,,L,,,TURBOJETS ONLY,,1,ZDC,ZNY
BWI,BWI SWANN3 DQO V479 RUUTH V123 RENUE LGA,LGA,1100-0300,,,L,,,NON-TURBOJETS,,2,ZDC,ZNY
BWI,BWI V214 DQO V479 RUUTH V123 NANCI LGA,LGA,,,,TEC,,7000,,,1,ZDC,ZNY
BWI,BWI CONLE3 COLIN J61 HUBBS J193 WEAVR J121 CHS J79 OMN CWRLD4 MCO,MCO,1100-0400,,,H,,,TURBOJETS,,3,ZDC,ZJX
BWI,BWI CONLE3 COLIN J61 HUBBS KEMPR ILM AR15 HIBAC CWRLD4 MCO,MCO,1100-0400,,,H,,,TURBOJETS,,4,ZDC,ZJX
BWI,BWI WHINO COLIN J61 HUBBS J193 WEAVR J121 CHS J79 OMN BITHO7 MCO,MCO,1100-0300,,,H,,,,,5,ZDC,ZJX
BWI,BWI TERPZ6 RAMAY Q72 HACKS J149 FWA PANGG3 MDW,MDW,,,,H,,,TURBOJETS,,1,ZDC,ZAU
BWI,BWI TERPZ6 OTTTO Q80 FAREV BWG BLUZZ1 MEM,MEM,,,,H,,,TURBOJET,,1,ZDC,ZME
BWI,BWI CONLE3 COLIN J61 HUBBS J193 HCM ISO J121 CHS J79 OMN HILEY6 MIA,MIA,,,,H,,,TURBOJETS,,1,ZDC,ZMA
BWI,BWI WHINO COLIN J61 HUBBS J193 HCM ISO J121 CHS J79 OMN ANNEY3 MIA,MIA,,,,H,,,TURBOJETS,,2,ZDC,ZMA
BWI,BWI CONLE3 COLIN J61 HUBBS KEMPR WETRO DIW AR22 JORAY HILEY6 MIA,MIA,,,,H,,,TURBOJETS,WATER,3,ZDC,ZMA
